Sl-No,Mole_frac_water,Temperature,Pressure,Activityt_water,Delta[Act]_comp0,Comp0,Comp1,Ref,IL_SMILES,Cation_SMILES,Anion_SMILES,MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
1897,0,338.15,101.325,0.382,0.045,water,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,Paduszynski and Krolikowska (2017),C(#N)[N-]C#N.OCC[N+]1=CN(C=C1)C,OCC[N+]1=CN(C=C1)C,C(#N)[N-]C#N,C8H11N5O,8,11,5,1,0,0,0,0,0,0
1898,0,348.15,101.325,0.376,0.045,water,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,Paduszynski and Krolikowska (2017),C(#N)[N-]C#N.OCC[N+]1=CN(C=C1)C,OCC[N+]1=CN(C=C1)C,C(#N)[N-]C#N,C8H11N5O,8,11,5,1,0,0,0,0,0,0
1899,0,358.15,101.325,0.371,0.044,water,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,Paduszynski and Krolikowska (2017),C(#N)[N-]C#N.OCC[N+]1=CN(C=C1)C,OCC[N+]1=CN(C=C1)C,C(#N)[N-]C#N,C8H11N5O,8,11,5,1,0,0,0,0,0,0
1900,0,333.15,101,0.16,0.03,water,1-ethyl-3-methylimidazolium octyl sulfate,Bahadur et al. (2016a),S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-],C14H28N2O4S,14,28,2,4,1,0,0,0,0,0
1901,0,348.15,101,0.15,0.03,water,1-ethyl-3-methylimidazolium octyl sulfate,Bahadur et al. (2016a),S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-],C14H28N2O4S,14,28,2,4,1,0,0,0,0,0
1902,0,358.15,101,0.15,0.03,water,1-ethyl-3-methylimidazolium octyl sulfate,Bahadur et al. (2016a),S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-],C14H28N2O4S,14,28,2,4,1,0,0,0,0,0
1903,0,333.15,101.325,1.02,0.1,water,1-butyl-3-methylimidazolium perchlorate,Chen et al. (2017c),CCCCN1C=C[N+](=C1)C.[O-]Cl(=O)(=O)=O,CCCCN1C=C[N+](=C1)C,[O-]Cl(=O)(=O)=O,C8H15ClN2O4,8,15,2,4,0,0,0,1,0,0
1904,0,343.15,101.325,1.01,0.1,water,1-butyl-3-methylimidazolium perchlorate,Chen et al. (2017c),CCCCN1C=C[N+](=C1)C.[O-]Cl(=O)(=O)=O,CCCCN1C=C[N+](=C1)C,[O-]Cl(=O)(=O)=O,C8H15ClN2O4,8,15,2,4,0,0,0,1,0,0
1905,0,353.15,101.325,1,0.1,water,1-butyl-3-methylimidazolium perchlorate,Chen et al. (2017c),CCCCN1C=C[N+](=C1)C.[O-]Cl(=O)(=O)=O,CCCCN1C=C[N+](=C1)C,[O-]Cl(=O)(=O)=O,C8H15ClN2O4,8,15,2,4,0,0,0,1,0,0
1906,0,348.15,101,0.143,0.029,water,1-ethyl-3-methylimidazolium trifluoroacetate,Domanska and Marciniak (2007b),CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCN1C=C[N+](=C1)C,C(=O)(C(F)(F)F)[O-],C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
1907,0,358.15,101,0.152,0.029,water,1-ethyl-3-methylimidazolium trifluoroacetate,Domanska and Marciniak (2007b),CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCN1C=C[N+](=C1)C,C(=O)(C(F)(F)F)[O-],C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
1908,0,368.15,101,0.159,0.029,water,1-ethyl-3-methylimidazolium trifluoroacetate,Domanska and Marciniak (2007b),CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCN1C=C[N+](=C1)C,C(=O)(C(F)(F)F)[O-],C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0
1909,0,353.15,101.325,0.44,0.05,water,"1,3-dimethylimidazolium dimethyl phosphate",Kabane and Redhi (2020b),CN1C=C[N+](=C1)C.COP(=O)([O-])OC,CN1C=C[N+](=C1)C,COP(=O)([O-])OC,C7H15N2O4P,7,15,2,4,0,1,0,0,0,0
1910,0,363.15,101.325,0.462,0.052,water,"1,3-dimethylimidazolium dimethyl phosphate",Kabane and Redhi (2020b),CN1C=C[N+](=C1)C.COP(=O)([O-])OC,CN1C=C[N+](=C1)C,COP(=O)([O-])OC,C7H15N2O4P,7,15,2,4,0,1,0,0,0,0
1911,0,373.15,101.325,0.491,0.054,water,"1,3-dimethylimidazolium dimethyl phosphate",Kabane and Redhi (2020b),CN1C=C[N+](=C1)C.COP(=O)([O-])OC,CN1C=C[N+](=C1)C,COP(=O)([O-])OC,C7H15N2O4P,7,15,2,4,0,1,0,0,0,0
1912,0,303.15,101,2.8,2.1,water,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,Kato and Gmehling (2004),[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,C(C)[N+]1=CC=CC=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
1913,0,313.15,101,2.4,1.8,water,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,Kato and Gmehling (2004),[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,C(C)[N+]1=CC=CC=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
1914,0,323.15,101,2,1.5,water,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,Kato and Gmehling (2004),[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,C(C)[N+]1=CC=CC=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
1915,0,363.15,101,0.052,0.052,water,"1,3-dimethylimidazolium dimethyl phosphate",Kato and Gmehling (2004),CN1C=C[N+](=C1)C.COP(=O)([O-])OC,CN1C=C[N+](=C1)C,COP(=O)([O-])OC,C7H15N2O4P,7,15,2,4,0,1,0,0,0,0
1916,0,373.15,101,0.054,0.054,water,"1,3-dimethylimidazolium dimethyl phosphate",Kato and Gmehling (2004),CN1C=C[N+](=C1)C.COP(=O)([O-])OC,CN1C=C[N+](=C1)C,COP(=O)([O-])OC,C7H15N2O4P,7,15,2,4,0,1,0,0,0,0
1917,0,383.15,101,0.058,0.056,water,"1,3-dimethylimidazolium dimethyl phosphate",Kato and Gmehling (2004),CN1C=C[N+](=C1)C.COP(=O)([O-])OC,CN1C=C[N+](=C1)C,COP(=O)([O-])OC,C7H15N2O4P,7,15,2,4,0,1,0,0,0,0
1918,0,303.15,101,3.76,0.19,water,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,Kato and Gmehling (2005a),CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C14H23F6N3O4S2,14,23,3,4,2,0,6,0,0,0
1919,0,313.15,101,3.51,0.18,water,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,Kato and Gmehling (2005a),CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C14H23F6N3O4S2,14,23,3,4,2,0,6,0,0,0
1920,0,323.15,101,3.29,0.16,water,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,Kato and Gmehling (2005a),CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C14H23F6N3O4S2,14,23,3,4,2,0,6,0,0,0
1921,0,308.15,101.325,1.656,0.11,water,1-dodecyl-3-methylimidazolium tetrafluoroborate,Martins et al. (2021),[B-](F)(F)(F)F.CCCCCCCCCCCCN1C=C[N+](=C1)C,CCCCCCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,C16H31BF4N2,16,31,2,0,0,0,4,0,0,0
1922,0,313.15,101.325,1.586,0.1,water,1-dodecyl-3-methylimidazolium tetrafluoroborate,Martins et al. (2021),[B-](F)(F)(F)F.CCCCCCCCCCCCN1C=C[N+](=C1)C,CCCCCCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,C16H31BF4N2,16,31,2,0,0,0,4,0,0,0
1923,0,318.15,101.325,1.514,0.1,water,1-dodecyl-3-methylimidazolium tetrafluoroborate,Martins et al. (2021),[B-](F)(F)(F)F.CCCCCCCCCCCCN1C=C[N+](=C1)C,CCCCCCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,C16H31BF4N2,16,31,2,0,0,0,4,0,0,0
1924,0,338.15,101.325,0.243,0.035,water,1-(2-chloroethyl)-3-methylimidazolium dicyanamide,Paduszynski and Krolikowska (2017),[N-](C#N)C#N.ClCCN1C=[N+](C=C1)C,ClCCN1C=[N+](C=C1)C,[N-](C#N)C#N,C8H10ClN5,8,10,5,0,0,0,0,1,0,0
1925,0,348.15,101.325,0.251,0.036,water,1-(2-chloroethyl)-3-methylimidazolium dicyanamide,Paduszynski and Krolikowska (2017),[N-](C#N)C#N.ClCCN1C=[N+](C=C1)C,ClCCN1C=[N+](C=C1)C,[N-](C#N)C#N,C8H10ClN5,8,10,5,0,0,0,0,1,0,0
1926,0,358.15,101.325,0.257,0.036,water,1-(2-chloroethyl)-3-methylimidazolium dicyanamide,Paduszynski and Krolikowska (2017),[N-](C#N)C#N.ClCCN1C=[N+](C=C1)C,ClCCN1C=[N+](C=C1)C,[N-](C#N)C#N,C8H10ClN5,8,10,5,0,0,0,0,1,0,0
1927,0.16,298.2,101.3,0.6,0.04,water,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,Gonzalez et al. (2015b),[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,C(C)[N+]1=CC=CC=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
1928,0.213,298.2,101.3,0.8,0.04,water,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,Gonzalez et al. (2015b),[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1=CC=CC=C1,C(C)[N+]1=CC=CC=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C9H10F6N2O4S2,9,10,2,4,2,0,6,0,0,0
1929,0.124,298.2,101.3,0.6,0.04,water,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Gonzalez et al. (2015b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,C(C)[N+]1=C(C=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C10H12F6N2O4S2,10,12,2,4,2,0,6,0,0,0
1930,0.172,298.2,101.3,0.8,0.04,water,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Gonzalez et al. (2015b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,C(C)[N+]1=C(C=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C10H12F6N2O4S2,10,12,2,4,2,0,6,0,0,0
1931,0.131,298.2,101.3,0.6,0.04,water,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Gonzalez et al. (2015b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=CC(=CC=C1)C,C(C)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C10H12F6N2O4S2,10,12,2,4,2,0,6,0,0,0
1932,0.189,298.2,101.3,0.8,0.04,water,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Gonzalez et al. (2015b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=CC(=CC=C1)C,C(C)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C10H12F6N2O4S2,10,12,2,4,2,0,6,0,0,0
1933,0.144,298.2,101.3,0.6,0.04,water,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Gonzalez et al. (2015b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=CC=C(C=C1)C,C(C)[N+]1=CC=C(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C10H12F6N2O4S2,10,12,2,4,2,0,6,0,0,0
1934,0.201,298.2,101.3,0.8,0.04,water,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Gonzalez et al. (2015b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=CC=C(C=C1)C,C(C)[N+]1=CC=C(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C10H12F6N2O4S2,10,12,2,4,2,0,6,0,0,0
1935,0,363.65,101.3,0.45,0.07,water,1-ethyl-3-methylimidazolium tetrafluoroborate,Jork et al. (2005),[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,C6H11BF4N2,6,11,2,0,0,0,4,0,0,0
1936,0,363.65,101.3,0.61,0.06,water,1-butyl-3-methylimidazolium tetrafluoroborate,Jork et al. (2005),[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,CCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,C8H15BF4N2,8,15,2,0,0,0,4,0,0,0
1937,0,363.65,101.3,0.1,0.08,water,1-butyl-3-methylimidazolium chloride,Jork et al. (2005),CCCCN1C=C[N+](=C1)C.[Cl-],CCCCN1C=C[N+](=C1)C,[Cl-],C8H15ClN2,8,15,2,0,0,0,0,1,0,0
1938,0,363.65,101.3,0.68,0.06,water,1-methyl-3-octylimidazolium tetrafluoroborate,Jork et al. (2005),[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,C12H23BF4N2,12,23,2,0,0,0,4,0,0,0
1939,0,353.15,101.325,2.27,0.03,water,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,Kato and Gmehling (2005b),CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C10H15F6N3O4S2,10,15,3,4,2,0,6,0,0,0
1940,0,353.15,101.325,2.32,0.04,water,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,Kato and Gmehling (2005b),CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C8H11F6N3O4S2,8,11,3,4,2,0,6,0,0,0
1941,0,353.15,101.325,0.028,0.01,water,"1,3-dimethylimidazolium dimethyl phosphate",Kato and Gmehling (2005b),CN1C=C[N+](=C1)C.COP(=O)([O-])OC,CN1C=C[N+](=C1)C,COP(=O)([O-])OC,C7H15N2O4P,7,15,2,4,0,1,0,0,0,0
1942,0,303,101,2.6,0.1,water,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,Zhang et al. (2007a),CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C10H15F6N3O4S2,10,15,3,4,2,0,6,0,0,0
1943,0,303,101,1.8,0.1,water,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",Zhang et al. (2007a),FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.C(#N)CCC[N+]1=CN(C=C1)C,C(#N)CCC[N+]1=CN(C=C1)C,FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O,C10H12F6N4O4S2,10,12,4,4,2,0,6,0,0,0
1944,0,303,101,2.2,0.1,water,"3-(3-cyanopropyl)-1,2-dimethylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",Zhang et al. (2007a),FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.C(#N)CCC[N+]1=C(N(C=C1)C)C,C(#N)CCC[N+]1=C(N(C=C1)C)C,FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O,C11H14F6N4O4S2,11,14,4,4,2,0,6,0,0,0
1945,0,323,101.3,2.6,0.1,water,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,Zhang et al. (2007j),CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C10H15F6N3O4S2,10,15,3,4,2,0,6,0,0,0
1946,0,323,101.3,1.8,0.1,water,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",Zhang et al. (2007j),FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.C(#N)CCC[N+]1=CN(C=C1)C,C(#N)CCC[N+]1=CN(C=C1)C,FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O,C10H12F6N4O4S2,10,12,4,4,2,0,6,0,0,0
1947,0,323,101.3,2.3,0.1,water,"3-(3-cyanopropyl)-1,2-dimethylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",Zhang et al. (2007j),FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.C(#N)CCC[N+]1=C(N(C=C1)C)C,C(#N)CCC[N+]1=C(N(C=C1)C)C,FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O,C11H14F6N4O4S2,11,14,4,4,2,0,6,0,0,0
1948,0,303.15,101,1.31,0.09,water,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,Liebert et al. (2008),CCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],C11H19F3N2O3S,11,19,2,3,1,0,3,0,0,0
1949,0,313.15,101,1.04,0.06,water,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,Liebert et al. (2008),CCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],C11H19F3N2O3S,11,19,2,3,1,0,3,0,0,0
1950,0,323.15,101,0.82,0.05,water,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,Liebert et al. (2008),CCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],C11H19F3N2O3S,11,19,2,3,1,0,3,0,0,0
1951,0,333.15,101,0.64,0.05,water,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,Liebert et al. (2008),CCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],C11H19F3N2O3S,11,19,2,3,1,0,3,0,0,0
1952,1,298.15,100,1,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1953,0.990362211,298.15,100,0.986,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1954,0.988406566,298.15,100,0.983,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1955,0.98766794,298.15,100,0.981,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1956,0.98470348,298.15,100,0.977,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1957,0.984464229,298.15,100,0.978,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1958,0.983172187,298.15,100,0.975,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1959,0.98274226,298.15,100,0.976,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1960,0.981322868,298.15,100,0.974,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1961,0.980752446,298.15,100,0.971,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1962,0.978743062,298.15,100,0.971,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1963,0.977800012,298.15,100,0.968,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1964,0.976650814,298.15,100,0.966,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1965,0.976224854,298.15,100,0.966,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1966,0.975087918,298.15,100,0.965,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1967,0.974114286,298.15,100,0.963,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1968,0.974056169,298.15,100,0.962,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1969,0.970646299,298.15,100,0.96,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1970,0.969278533,298.15,100,0.957,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1971,0.968255657,298.15,100,0.956,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1972,0.962974657,298.15,100,0.952,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1973,0.962550525,298.15,100,0.95,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1974,0.961365274,298.15,100,0.949,0.039,water,1-hexyl-3-methylimidazolium chloride,Noshadi and Sadeghi (2017c),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
